,Rating,MRP,Processor,RAM,OS,Storage,OS_arch,RAM_Type,cluster
481,4.2,69490.0,Intel Core i5 Processor,8 GB,Windows 11,"('1 TB HDD', '256 GB SSD')",64,DDR4,5
482,4.2,72990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
483,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4,3
484,4.2,189990.0,AMD Ryzen 7 Octa Core Processor,32 GB,Windows 11,"('1 TB SSD',)",64,DDR5,2
485,4.2,67990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
486,4.2,399990.0,Intel Core i9 Processor,32 GB,Windows 11,"('4 TB SSD',)",64,DDR5,4
487,4.2,58400.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
488,4.5,52990.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 10,"('512 GB SSD',)",64,DDR4,5
489,4.2,57990.0,Intel Core i5 Processor,8 GB,Windows 10,"('512 GB SSD',)",64,DDR4,5
490,4.2,309900.0,Intel Core i5 Processor,32 GB,Windows 11,"('1 TB SSD',)",64,Unified Memory,4
491,4.3,53990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
492,4.2,85990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
493,4.2,180595.0,Intel Core i7 Processor,16 GB,Windows 11,"('1 TB SSD',)",64,LPDDR5,2
494,4.6,69990.0,Intel Core i5 Processor,16 GB,Windows 10,"('512 GB SSD',)",64,LPDDR4X,0
495,4.2,60990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
496,4.8,69490.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
